project,file_path,sha,method_name,cyclomatic_complexity,nloc,token_count,parameter_count,defer_count,channel_count,goroutine_count,error_handling_count,loop_count
rclone,cmd/cmount/mountpoint_windows.go,cc5a1e90d88d82cf0f95f68408e4d3346ee1f73b,handleLocalMountpath,9,28,210,2,0,0,0,5,0
rclone,backend/dropbox/dropbox.go,c3e2392f2bd8728091010c686d93653dc6a4ccfa,,2,11,67,0,0,0,0,0,0
rclone,backend/s3/s3.go,1605f9e14dbbe58e0b05f746dd9e2dc162e26148,s3Connection,24,84,575,2,0,0,0,2,0
rclone,vfs/vfscache/cache.go,459cc70a50a61f20b336586678695cae207815c0,New,9,58,440,4,0,1,1,5,0
rclone,backend/chunker/chunker.go,847625822fd5a65b4b9bc7714474c4c99d11623c,processEntries,21,64,420,3,0,0,0,1,1
rclone,backend/chunker/chunker.go,35a4de20305d91a52148459542fc1aff719acf7b,processEntries,21,64,420,3,0,0,0,1,1
rclone,backend/chunker/chunker.go,35a4de20305d91a52148459542fc1aff719acf7b,init,1,93,339,0,0,0,0,0,0
rclone,backend/mailru/mailru.go,65ff10906525ed7c7a9539da6b81356e2492eb35,parseQuirks,5,13,69,1,0,0,0,0,1
rclone,backend/mailru/mailru.go,65ff10906525ed7c7a9539da6b81356e2492eb35,listM1,9,47,315,4,0,0,0,4,1
rclone,backend/mailru/mailru.go,65ff10906525ed7c7a9539da6b81356e2492eb35,init,1,125,489,0,0,0,0,0,0
rclone,backend/mailru/mailru.go,65ff10906525ed7c7a9539da6b81356e2492eb35,itemToDirEntry,6,33,234,2,0,0,0,3,0
rclone,backend/mailru/mailru.go,65ff10906525ed7c7a9539da6b81356e2492eb35,isDir,6,17,103,2,0,0,0,0,0
